company_name,company_pic,company_address,company_phone,company_email,training_name,training_category,training_type,company_field,company_size,training_price,training_session,number_of_participants,trainer_name,communication_channel,purchasing_time_patterns,payment_total,payment_method,durations,training_dates,ratings,feedbacks,sales_pipeline,sales_person
UD Manullang Safitri,dr. Sidiq Pranowo,"Gg. Moch. Ramdan No. 23
Pangkalpinang, JK 33703",+62 (66) 645-6177,windawidodo@example.org,Persiapan Pra Pensiun,Sales & Marketing,Online Training,Transportasi dan Logistik,Kecil,1965688,4,48,Fitriani Nugroho,Facebook,Bulan,94353024,ATM,8,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L2,"Jindra Sitorus, M.TI."
PD Padmasari Palastri Tbk,"Tgk. Asirwanda Pradana, S.Gz","Jl. Rawamangun No. 1
Pagaralam, Sumatera Utara 72371",+62 (50) 448-1491,mulyanisalman@example.net,"Modern Presentation skills: Combining StoryTelling, Doodly, Storyline and Video-Sound Creation",Leadership & Managerial,Public Training,Pendidikan,Besar,1797409,12,160,Pranawa Purwanti,Linkedin,Musiman,287585440,ATM,22,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L3,Ikin Suryono
PT Sinaga Samosir Tbk,Drs. Balijan Siregar,"Jl. Raya Setiabudhi No. 22
Salatiga, SB 08786",+62 (45) 838-7929,cahyono78@example.net,International Banking Facility,Office & Administration,Public Training,Properti dan Real Estat,Menengah,2347723,11,99,Siska Widodo,SMS,Bulan,232424577,ATM,25,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Dt. Warji Lailasari
PT Farida Waluyo (Persero) Tbk,Pranata Haryanto,"Jl. Setiabudhi No. 67
Binjai, Kalimantan Utara 72040",+62 (07) 814 5888,oni52@example.org,Legal Drafting to Prevent and Anticipate Business Conflict & Dispute,Leadership & Managerial,Public Training,Retail,Kecil,1745457,5,53,Prayogo Prayoga,Linkedin,Bulan,92509221,ATM,16,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,"Manah Lazuardi, S.H."
PT Prasetyo (Persero) Tbk,Jais Zulaika,"Gg. Jakarta No. 9
Tebingtinggi, SU 69301",+62 (02) 179 0446,jmarpaung@example.org,Mental & Workload Anaylisis in New Normal Era,Office & Administration,Public Training,Telekomunikasi,Kecil,1990813,6,50,Dina Puspasari,Linkedin,Peristiwa Khusus,99540650,Tunai,5,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",2,Buruk,L1,Cemani Tampubolon
Perum Rajata Handayani,Raharja Pranowo,"Gang BKR No. 49
Sorong, SS 79853",089 729 5434,zulkarnainvinsen@example.net,Collection Analytical Tools & MIS,HR & Training,Public Training,Keuangan,Menengah,2230902,11,99,R.A. Lalita Ardianto,Instagram,Bulan,220859298,E-Wallet,3,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",8,Bagus,L3,"Zamira Sihombing, S.Ked"
UD Iswahyudi Tbk,Luwar Waluyo,"Gang PHH. Mustofa No. 946
Tasikmalaya, BA 55882",+62 (075) 793 4482,tasdikpuspita@example.net,Etos Kerja & Profesionalisme,Sales & Marketing,Online Training,Transportasi dan Logistik,Kecil,2056440,6,45,Mala Hariyah,Facebook,Diskon,92539800,M-Banking,4,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,Jumadi Permadi
PD Kusumo Tbk,"dr. Febi Hardiansyah, M.Ak","Jalan Gegerkalong Hilir No. 57
Cirebon, Maluku 42348",084 383 5730,gsuwarno@example.net,Succession Planning & Management,Leadership & Managerial,Public Training,Transportasi dan Logistik,Besar,1982057,15,159,Mulyanto Thamrin,Facebook,Hari Spesifik,315147063,E-Wallet,17,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L3,Garan Haryanti
Perum Utami Sinaga Tbk,Jati Sihotang,"Jalan Ciumbuleuit No. 6
Probolinggo, Kalimantan Selatan 24902",(0290) 114-9473,bahuraksa07@example.org,Transformasi Budaya & Manajemen Agen Perubahan,Finance,Public Training,Pendidikan,Kecil,2054017,5,55,R.M. Harsanto Wibisono,Linkedin,Musiman,112970935,Tunai,22,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L2,Rafid Damanik
PT Iswahyudi Yolanda (Persero) Tbk,"Iriana Anggriawan, S.Ked","Jl. Ronggowarsito No. 92
Sawahlunto, PB 06787",+62-049-456-6545,zelda46@example.com,EXPERT COACHING: How to Manage Managers,Leadership & Managerial,Public Training,Keuangan,Besar,2024292,12,150,Balamantri Maryadi,WA,Diskon,303643800,E-Wallet,4,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L3,Raina Oktaviani
Perum Nurdiyanti,Drs. Olivia Astuti,"Gg. Tubagus Ismail No. 415
Pariaman, Jawa Tengah 00638",+62 (043) 870 0360,tpudjiastuti@example.net,Leaders As A Coach & Sales Team Developer,Credit & Collection,Public Training,Jasa Profesional,Kecil,2390036,5,51,"Sabrina Purwanti, M.TI.",Linkedin,Hari Spesifik,121891836,E-Wallet,20,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",8,Bagus,L2,Ikin Suryono
PT Marbun,Mariadi Agustina,"Gang Bangka Raya No. 8
Binjai, Bengkulu 36077",+62-31-310-8577,irawanyulia@example.net,Appraisal Bidang Properti,HR & Training,Public Training,Acara dan Hiburan,Kecil,1843601,4,47,"Puti Sarah Wulandari, M.Ak",Telegram,Bulan,86649247,E-Wallet,11,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L1,Nadine Utami
PT Prastuti Kuswandari,Marsudi Sihotang,"Jalan Kendalsari No. 21
Bengkulu, SU 92247",+62-034-491-8021,cputra@example.com,Developing Performance Based Curriculum Training Program in New Normal Era: Creating-Budgeting-Measuring & Evaluation,Sales & Marketing,Online Training,Teknologi,Besar,2187931,12,154,Soleh Ardianto,Linkedin,Diskon,336941374,E-Wallet,25,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L3,"dr. Syahrini Napitupulu, S.Kom"
Perum Nasyidah Tbk,Calista Saefullah,"Gg. Suniaraja No. 94
Kota Administrasi Jakarta Barat, SS 56242",+62 (066) 512-3357,lailahastuti@example.org,"Pipe Line Management, New Prospect",Credit & Collection,Public Training,Pariwisata dan Perhotelan,Menengah,1966668,10,100,Chelsea Farida,Email,Peristiwa Khusus,196666800,M-Banking,1,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Bakidin Prayoga
PT Winarsih Suryatmi,"T. Mustika Fujiati, S.E.","Jl. S. Parman No. 56
Balikpapan, BA 62097",+62 (0683) 251 3542,mustofawahyu@example.org,Hak dan Kewajiban Pegawai di Era New Normal: Adaptasi Kebijakan Baru pasca Covid 19,Sales & Marketing,Online Training,Keuangan,Kecil,2205442,5,47,"Drs. Tirta Prasasta, S.Psi",Instagram,Hari Spesifik,103655774,M-Banking,8,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,Prasetyo Oktaviani
CV Prasetya Zulkarnain,H. Bajragin Nasyidah,"Gg. Setiabudhi No. 74
Pekanbaru, Kepulauan Riau 01517",(042) 028-9734,rhidayat@example.net,Modern Project Management: Combining Scrum & Sprint,Leadership & Managerial,Public Training,Jasa Profesional,Menengah,2062136,10,105,Nugraha Nugroho,SMS,Hari Spesifik,216524280,Tunai,29,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,Zamira Usada
Perum Narpati Tbk,Gangsar Nasyiah,"Jl. Medokan Ayu No. 12
Palopo, JT 59956",(0181) 517 5453,umaya39@example.org,Manajemen Filing & Tata Kelola Kantor,Credit & Collection,Online Training,Pariwisata dan Perhotelan,Menengah,2007964,9,109,Balidin Pudjiastuti,Instagram,Musiman,218868076,Tunai,2,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,Dr. Anastasia Susanti
Perum Padmasari,Dinda Nuraini,"Jl. Astana Anyar No. 2
Payakumbuh, SN 08544",+62 (633) 135-7996,natsireko@example.com,Simple Methode of Corporate Tax Calculation PPN-PPH,Office & Administration,Public Training,Pendidikan,Besar,1932008,12,159,"Bala Padmasari, M.Pd",Facebook,Bulan,307189272,Tunai,13,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",8,Bagus,L4,Gara Gunarto
CV Tarihoran,Vicky Saptono,"Jl. Siliwangi No. 9
Pontianak, Sulawesi Tengah 45774",+62-78-861-5359,elma76@example.com,Leading & Motivating With NLP,Leadership & Managerial,Public Training,Jasa Profesional,Menengah,1983082,10,96,Drs. Karen Pangestu,Facebook,Musiman,190375872,ATM,11,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,Ratih Hidayat
Perum Mardhiyah Tbk,Bahuraksa Habibi,"Jalan Setiabudhi No. 745
Bontang, AC 58607",+62-008-095-6924,laksitacandra@example.org,"Extraordinary Digital Presentation, Public Speaking & Training Delivery Skills",Sales & Marketing,Online Training,Teknologi,Menengah,2270292,8,116,"Nardi Lestari, S.Ked",Facebook,Musiman,263353872,M-Banking,4,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,Banawi Hidayanto
Perum Pertiwi Santoso,"Vanya Purwanti, S.Kom","Gang Sukabumi No. 009
Pasuruan, Jawa Barat 72064",(0967) 527 1546,wartasuwarno@example.net,Communication Skills in Project Management,Leadership & Managerial,Public Training,Retail,Besar,1688058,13,145,Calista Wijayanti,Facebook,Bulan,244768410,M-Banking,25,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L3,Sabrina Marpaung
UD Saefullah,"Kenzie Firgantoro, M.Kom.","Gang Pacuan Kuda No. 109
Sibolga, Kalimantan Utara 39843",+62 (067) 623 0065,narjisamosir@example.net,Digital Marketing Untuk Bisnis B2B,Sales & Marketing,Online Training,Kesehatan,Kecil,2607803,4,54,"Hj. Kayla Hasanah, S.I.Kom",Instagram,Diskon,140821362,Tunai,25,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L1,Ade Prasetya
UD Kuswandari,Ir. Anastasia Maulana,"Gg. Surapati No. 25
Batam, JB 55129",0880441243,jagustina@example.org,"Document Management 4.0 (Advance E-Filing preparing for BlockChain, IOT & Artificial Intellligence Era) comply to UU ITE",Leadership & Managerial,Public Training,Transportasi dan Logistik,Menengah,1912452,9,105,Qori Anggriawan,Linkedin,Peristiwa Khusus,200807460,Tunai,11,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,"Luthfi Yuliarti, M.Ak"
